,Period,Time,grid_node,Domestic_electricity,SolarGains
432,1,7,123,79.8202576234713,0.0
433,1,7,125,11.9364425951575,0.0
434,1,7,126,195.60827650112148,0.0
435,1,7,133,91.9070358741206,0.0
436,1,7,135,44.2753456004763,0.0
437,1,7,136,105.2462959446608,0.0
438,1,7,137,7.70305802114172,0.0
439,1,7,142,4.4635485212213,0.0
440,1,7,149,47.76080748738323,0.0
441,1,7,159,11.59736681512884,0.0
442,1,7,160,3.64591790155555,0.0
443,1,7,166,34.76766262611049,0.0
444,1,7,178,44.5232256349305,0.0
445,1,7,183,112.965705995782,0.0
446,1,7,185,84.25974169244924,0.0
447,1,7,189,11.23015172118846,0.0
448,1,8,0,4.06047073606426,0.0
449,1,8,1,3.5118448478593294,0.0
450,1,8,5,31.39566972415238,0.0
451,1,8,9,6.64994718787474,0.0
452,1,8,13,15.69414989783098,0.0
453,1,8,14,4.8433567167296,0.0
454,1,8,16,0.17916624393137,0.0
455,1,8,17,58.3627509631102,0.0
456,1,8,20,17.58341062027912,0.0
457,1,8,21,1.06995827088209,0.0
458,1,8,23,16.706884205592022,0.0
459,1,8,25,52.2038676956463,0.0
460,1,8,28,51.57462671319196,0.0
461,1,8,33,16.76873888599409,0.0
462,1,8,34,10.47906533965853,0.0
463,1,8,36,42.68273693012815,0.0
464,1,8,37,100.38764126052297,0.0
465,1,8,41,1.8084320516458,0.0
466,1,8,42,58.01893718872952,0.0
467,1,8,44,26.620325026073782,0.0
468,1,8,46,27.050915846026264,0.0
469,1,8,47,0.791579446078549,0.0
470,1,8,49,21.4952529954097,0.0
471,1,8,50,14.21541897679909,0.0
472,1,8,51,7.79507632104408,0.0
473,1,8,54,78.63618060907005,0.0
474,1,8,55,74.15408134126395,0.0
475,1,8,56,2.92442983504433,0.0
476,1,8,57,13.342478867132318,0.0
477,1,8,58,7.80583489682844,0.0
478,1,8,59,23.608538449301072,0.0
479,1,8,60,85.27024955145757,0.0
480,1,8,62,7.80078295807463,0.0
481,1,8,63,10.893878273706061,0.0
482,1,8,66,58.46265629750946,0.0
483,1,8,68,52.11669027271407,0.0
484,1,8,69,4.7236539841868534,0.0
485,1,8,71,12.7390979593403,0.0
486,1,8,72,21.132393736151037,0.0
487,1,8,76,24.23889326106702,0.0
488,1,8,81,100.174467173338,0.0
489,1,8,104,0.77346381027621,0.0
490,1,8,110,67.80078516445688,0.0
491,1,8,111,125.055145424826,0.0
492,1,8,113,40.72127176034256,0.0
493,1,8,114,17.9738256864186,0.0
494,1,8,119,1.919467531959131,0.0
495,1,8,121,162.8141178149265,0.0
496,1,8,123,208.0655771189876,0.0
497,1,8,125,26.2835260582559,0.0
498,1,8,126,229.3578921086923,0.0
499,1,8,133,44.8338455138965,0.0
500,1,8,135,14.94258418233612,0.0
501,1,8,136,127.1338068489139,0.0
502,1,8,137,2.594524277372907,0.0
503,1,8,142,1.50641284953795,0.0
504,1,8,149,53.17556380636281,0.0
505,1,8,159,3.9036253652867803,0.0
506,1,8,160,11.942119258964,0.0
507,1,8,166,42.65952089647971,0.0
508,1,8,178,49.5709296004001,0.0
509,1,8,183,125.772896714453,0.0
510,1,8,185,169.13806709438217,0.0
511,1,8,189,19.65534200513421,0.0
512,1,9,0,5.34064177606426,0.165981013757376
513,1,9,1,4.359110867186636,0.3603940997417013
514,1,9,5,27.5552199533137,10.662814707247966
515,1,9,9,5.50363582556336,0.664057356674467
516,1,9,13,15.264222326767,1.1045909645892071
517,1,9,14,4.00846364476092,1.28855002071291
518,1,9,16,0.25460784393137,0.020718630042888
519,1,9,17,69.5557845631102,0.858947508556026
520,1,9,20,14.55239957421187,4.17456241246489
