,osmid,longitude,latitude,el_dmd,lv_grid,consumers,label,source,voltage,trafo,moved_from_water,cluster_area,grid_id,r,g,b,size,geometry
153,176,6.627424106587697,46.52208161030411,0,-1,False,505190,false,0.9955136848154719,,,,632_0,255,0,0,0,POINT (6.627424 46.522082)
154,90,6.628163616691573,46.523329170934765,0.07770676899221605,-1,True,intersect_74,false,0.9957640143148345,,,,632_0,255,0,0,3.8853384496108028,POINT (6.628164 46.523329)
155,91,6.628339906588453,46.523485610304526,0,-1,False,276784946,false,0.995868065385087,,,,632_0,255,0,0,0,POINT (6.62834 46.523486)
156,94,6.627543806587483,46.523851310304885,0,-1,False,277059570,false,0.9947806110391215,,,,632_0,255,0,0,0,POINT (6.627544 46.523851)
157,98,6.627694806587617,46.52406051030494,0,-1,False,258755803,false,0.9947543221332001,,,,632_0,255,0,0,0,POINT (6.627695 46.524061)
158,97,6.627867706587826,46.52396091030486,0.2054893984159982,5586-86_0_2,True,277059592,false,0.99474978899175,,,,632_0,255,0,0,10.274469920799909,POINT (6.627868 46.523961)
159,101,6.627396006587251,46.524197410305085,0.314834701595188,5586-91_0_4,True,258755805,false,0.994737468165493,,,,632_0,255,0,0,15.741735079759401,POINT (6.627396 46.524197)
160,104,6.625420552268432,46.5214344533058,0.07686541086216536,-1,True,intersect_35,false,0.9997732730694412,,,,632_0,255,0,0,3.843270543108268,POINT (6.625421 46.521434)
161,128,6.624773871514516,46.52218906510997,0.13884461999369646,-1,True,intersect_42,false,0.9999924343179176,,,,632_0,255,0,0,6.942230999684823,POINT (6.624774 46.522189)
162,127,6.624785206584685,46.522210910304715,0,-1,False,277945204,true,1,,,,632_0,105,204,164,21.646919187104004,POINT (6.624785 46.522211)
163,160,6.625531539978385,46.51926322085459,0.19679065482045702,-1,True,intersect_62,false,0.9983775529105179,,,,632_0,255,0,0,9.83953274102285,POINT (6.625532 46.519263)
164,161,6.625255206585787,46.51932141030324,0,-1,False,564116149,false,0.9983831109367373,,,,632_0,255,0,0,0,POINT (6.625255 46.519321)
165,162,6.625043606585568,46.51920671030325,0,-1,False,564116151,false,0.9983882746510828,,,,632_0,255,0,0,0,POINT (6.625044 46.519207)
166,110,6.626086506586274,46.521624410304156,0.26326394617092297,5586-27_0_4,True,277947890,false,0.9966768468862589,,,,632_0,255,0,0,13.163197308546149,POINT (6.626087 46.521624)
167,122,6.626201006586365,46.52184311030424,0,-1,False,277945199,false,0.9966855310665916,,,,632_0,255,0,0,0,POINT (6.626201 46.521843)
168,124,6.625854297030679,46.52193488279533,0.10450093371058153,-1,True,intersect_40,false,0.9966817331781446,,,,632_0,255,0,0,5.225046685529076,POINT (6.625854 46.521935)
169,120,6.626571558213075,46.52175347613208,0.10395741839952102,-1,True,intersect_39,false,0.9966996596562041,,,,632_0,255,0,0,5.197870919976051,POINT (6.626572 46.521753)
