Period,Time,grid_node,Domestic_electricity,House_Q_DHW,T_in,House_Q_heating,House_Q_cooling,Th_supply,Th_return,HeatGains,SolarGains,PV_production,PV_curtailment
1,1,1.0,1.2813105314225888,0.0,18.0,11.61040660778,0.0,42.67779225450813,34.801901109452345,0.5709565922225889,0.0,0.0,0.0
1,1,2.0,0.7555330351807229,0.0,61.469472716759995,28.1062307682,0.0,137.05664392068624,111.37109594712416,0.5159479518072289,0.0,0.0,0.0
1,1,5.0,2.366727710843374,0.0,80.42024340041,103.40215966265,0.0,181.19800669534862,147.4653377968991,3.7867643373493975,0.0,0.0,0.0
1,1,6.0,1.7237590361445785,0.0,20.0,62.80262554217,0.0,45.12273310501574,36.74848873667716,2.758014457831325,0.0,0.0,0.0
1,1,10.0,0.02205216,0.0,21.10515257227,0.0,0.0,46.22601279317698,37.48400852878466,0.0,0.0,0.0,0.0
1,1,11.0,3.4609350862650605,0.0,97.76531413789999,145.92482549397,0.0,168.48620991259185,138.75771613860402,5.375506506024097,0.0,0.0,0.0
1,1,13.0,0.6436240963855422,0.0,20.04024308703,28.11988944578,0.0,45.29950167383716,36.86633444922478,1.0297985542168673,0.0,0.0,0.0
1,1,16.0,17.196632413245926,0.0,300.45854750281,742.80278011079,0.0,680.6729477774105,553.7684952798355,22.52534742714472,0.0,0.0,0.0
1,1,17.0,0.2849156626506024,0.0,40.0,12.33416337349,0.0,90.83063112750926,73.88708741833952,0.42995662650602406,0.0,0.0,0.0
1,1,19.0,4.502357428546485,0.0,19.35249935,94.85700515972,0.0,45.250288769770535,36.740143947710976,0.9415511085464852,0.0,0.0,0.0
1,1,20.0,2.2951209599999998,0.0,61.11723017,72.76485168,0.0,138.67803837953096,112.45202558635398,0.0,0.0,0.0,0.0
1,1,21.0,2.777831325301205,0.0,20.0,121.23666501205,0.0,45.30437171220364,36.8695811414691,4.415706987951807,0.0,0.0,0.0
1,1,22.0,9.345946694802882,0.0,220.38626757545,382.78726591373004,0.0,497.9286897524697,405.21872121847696,13.54222669295375,0.0,0.0,0.0
1,1,23.0,9.294343189382129,0.0,261.260485431,401.04089632342,0.0,589.270060347155,479.4745387588474,13.963501474259235,0.0,0.0,0.0
1,1,24.0,25.856203975903618,0.0,703.09053492683,1142.3917871071899,0.0,1573.8163037375443,1282.3111120219057,40.67232385542169,0.0,0.0,0.0
1,1,25.0,1.040809638554217,0.0,40.36567455016,46.51118057832,0.0,90.5463606704391,73.69757378029273,1.6652954216867468,0.0,0.0,0.0
1,1,26.0,8.029637599036146,0.0,220.74167096888,360.19141758024,0.0,500.30119472266006,406.86746314844004,12.155974939759036,0.0,0.0,0.0
1,1,27.0,31.037750985420868,0.0,140.7049905599,482.38280115998003,0.0,315.98478576627224,257.30295145026815,32.260601960032915,0.0,0.0,0.0
1,1,29.0,4.5870285765765795,0.0,44.0,62.35019609543,0.0,91.76594804647705,75.10340803026412,6.181652704576578,0.0,0.0,0.0
1,1,33.0,19.456559718574024,0.0,160.90223108017,845.07167997227,0.0,362.97676606874944,277.26830695160317,29.295222910390976,0.0,0.0,0.0
1,1,34.0,8.289312390361447,0.0,60.58426264762,281.0151515719,0.0,135.5318734991016,101.42864436603756,13.074876144578313,0.0,0.0,0.0
1,1,35.0,4.374441093975904,0.0,80.63832006084,162.63796620963998,0.0,182.0440697087687,148.0293798058458,2.8188375903614453,0.0,0.0,0.0
1,1,38.0,4.490503737913752,0.0,20.41359974576,187.03237780478,0.0,45.24481704560266,36.821513129191565,6.793271808341548,0.0,0.0,0.0
1,1,40.0,1.681156626506024,0.0,80.56795538029999,74.71700139759,0.0,181.2943271582503,147.52955143883355,2.6898506024096385,0.0,0.0,0.0
